Frame,Timestamp,Joint,Angle,Status
305,1774369946.7618198,Right Leg,177,Extended
306,1774369946.8588076,Left Arm,144,Bent
306,1774369946.8588076,Right Arm,52,Bent
306,1774369946.8588076,Left Leg,177,Extended
306,1774369946.8601477,Right Leg,177,Extended
307,1774369946.9488087,Left Arm,143,Bent
307,1774369946.9488087,Right Arm,63,Bent
307,1774369946.9498081,Left Leg,177,Extended
307,1774369946.9498081,Right Leg,177,Extended
308,1774369947.0423863,Left Arm,143,Bent
308,1774369947.0423863,Right Arm,61,Bent
308,1774369947.0423863,Left Leg,177,Extended
308,1774369947.043506,Right Leg,177,Extended
309,1774369947.13366,Left Arm,145,Bent
309,1774369947.1346693,Right Arm,90,Bent
309,1774369947.1346693,Left Leg,177,Extended
309,1774369947.1346693,Right Leg,177,Extended
310,1774369947.2104795,Left Arm,133,Bent
310,1774369947.2104795,Right Arm,84,Bent
310,1774369947.2104795,Left Leg,177,Extended
310,1774369947.2104795,Right Leg,177,Extended
311,1774369947.2896552,Left Arm,140,Bent
311,1774369947.2896552,Right Arm,64,Bent
311,1774369947.2896552,Left Leg,177,Extended
311,1774369947.2910285,Right Leg,178,Extended
312,1774369947.369209,Left Arm,144,Bent
312,1774369947.3702168,Right Arm,75,Bent
312,1774369947.3702168,Left Leg,177,Extended
312,1774369947.3702168,Right Leg,179,Extended
313,1774369947.444677,Left Arm,143,Bent
313,1774369947.444677,Right Arm,55,Bent
313,1774369947.4456728,Left Leg,177,Extended
313,1774369947.4456728,Right Leg,179,Extended
314,1774369947.5194523,Left Arm,143,Bent
314,1774369947.5194523,Right Arm,50,Bent
314,1774369947.5194523,Left Leg,177,Extended
314,1774369947.5194523,Right Leg,179,Extended
315,1774369947.591401,Left Arm,141,Bent
315,1774369947.5924628,Right Arm,37,Bent
315,1774369947.5924628,Left Leg,177,Extended
315,1774369947.5924628,Right Leg,179,Extended
316,1774369947.6721787,Left Arm,130,Bent
316,1774369947.6736841,Right Arm,38,Bent
316,1774369947.6736841,Left Leg,177,Extended
316,1774369947.6736841,Right Leg,178,Extended
317,1774369947.751493,Left Arm,142,Bent
317,1774369947.7526023,Right Arm,63,Bent
317,1774369947.7526023,Left Leg,177,Extended
317,1774369947.7526023,Right Leg,178,Extended
318,1774369947.8349268,Left Arm,142,Bent
318,1774369947.8364446,Right Arm,62,Bent
318,1774369947.8364446,Left Leg,177,Extended
318,1774369947.8364446,Right Leg,178,Extended
319,1774369947.9155614,Left Arm,133,Bent
319,1774369947.9155614,Right Arm,55,Bent
319,1774369947.9165533,Left Leg,176,Extended
319,1774369947.9165533,Right Leg,177,Extended
320,1774369947.9873803,Left Arm,124,Bent
320,1774369947.988406,Right Arm,35,Bent
320,1774369947.988406,Left Leg,177,Extended
320,1774369947.988406,Right Leg,176,Extended
321,1774369948.0739384,Left Arm,129,Bent
321,1774369948.0739384,Right Arm,43,Bent
321,1774369948.0752032,Left Leg,177,Extended
321,1774369948.0752032,Right Leg,177,Extended
322,1774369948.149324,Left Arm,143,Bent
322,1774369948.149324,Right Arm,67,Bent
322,1774369948.149324,Left Leg,177,Extended
322,1774369948.1503565,Right Leg,177,Extended
323,1774369948.2277427,Left Arm,137,Bent
323,1774369948.2287283,Right Arm,77,Bent
323,1774369948.2287283,Left Leg,176,Extended
323,1774369948.229732,Right Leg,177,Extended
324,1774369948.3124855,Left Arm,132,Bent
324,1774369948.3134823,Right Arm,37,Bent
324,1774369948.3134823,Left Leg,176,Extended
324,1774369948.3144841,Right Leg,175,Extended
325,1774369948.3995028,Left Arm,122,Bent
325,1774369948.3995028,Right Arm,39,Bent
325,1774369948.3995028,Left Leg,177,Extended
325,1774369948.3995028,Right Leg,175,Extended
326,1774369948.4892318,Left Arm,125,Bent
326,1774369948.4892318,Right Arm,39,Bent
326,1774369948.4902263,Left Leg,177,Extended
326,1774369948.4902263,Right Leg,175,Extended
327,1774369948.5667825,Left Arm,142,Bent
327,1774369948.5667825,Right Arm,39,Bent
327,1774369948.5667825,Left Leg,177,Extended
327,1774369948.5681171,Right Leg,176,Extended
328,1774369948.6463168,Left Arm,143,Bent
328,1774369948.6463168,Right Arm,80,Bent
328,1774369948.6463168,Left Leg,177,Extended
328,1774369948.647595,Right Leg,177,Extended
329,1774369948.7212324,Left Arm,145,Bent
329,1774369948.7222316,Right Arm,113,Bent
329,1774369948.722743,Left Leg,177,Extended
329,1774369948.722743,Right Leg,179,Extended
330,1774369948.8002172,Left Arm,142,Bent
330,1774369948.8012156,Right Arm,39,Bent
330,1774369948.8012156,Left Leg,177,Extended
330,1774369948.8026,Right Leg,179,Extended
331,1774369948.879147,Left Arm,115,Bent
331,1774369948.879147,Right Arm,42,Bent
331,1774369948.880169,Left Leg,177,Extended
331,1774369948.880169,Right Leg,178,Extended
332,1774369948.9639683,Left Arm,119,Bent
332,1774369948.9639683,Right Arm,17,Bent
332,1774369948.9649687,Left Leg,177,Extended
332,1774369948.9649687,Right Leg,175,Extended
333,1774369949.050819,Left Arm,134,Bent
333,1774369949.050819,Right Arm,97,Bent
333,1774369949.051832,Left Leg,177,Extended
333,1774369949.051832,Right Leg,176,Extended
334,1774369949.1233003,Left Arm,141,Bent
334,1774369949.1233003,Right Arm,86,Bent
334,1774369949.1233003,Left Leg,177,Extended
334,1774369949.1247544,Right Leg,177,Extended
335,1774369949.195232,Left Arm,144,Bent
335,1774369949.195232,Right Arm,115,Bent
335,1774369949.1962364,Left Leg,177,Extended
335,1774369949.1962364,Right Leg,179,Extended
336,1774369949.2733748,Left Arm,57,Bent
336,1774369949.2733748,Right Arm,26,Bent
336,1774369949.2733748,Left Leg,177,Extended
336,1774369949.274794,Right Leg,174,Extended
337,1774369949.3599384,Left Arm,57,Bent
337,1774369949.3609474,Right Arm,31,Bent
337,1774369949.3609474,Left Leg,177,Extended
337,1774369949.3609474,Right Leg,175,Extended
338,1774369949.4396966,Left Arm,92,Bent
338,1774369949.4396966,Right Arm,34,Bent
338,1774369949.4396966,Left Leg,177,Extended
338,1774369949.4411926,Right Leg,176,Extended
339,1774369949.5152826,Left Arm,122,Bent
339,1774369949.5152826,Right Arm,37,Bent
339,1774369949.516289,Left Leg,177,Extended
339,1774369949.516289,Right Leg,176,Extended
340,1774369949.602194,Left Arm,123,Bent
340,1774369949.602194,Right Arm,38,Bent
340,1774369949.6033182,Left Leg,177,Extended
340,1774369949.6033182,Right Leg,176,Extended
341,1774369949.6928174,Left Arm,138,Bent
341,1774369949.6928174,Right Arm,50,Bent
341,1774369949.6928174,Left Leg,177,Extended
341,1774369949.6943297,Right Leg,177,Extended
342,1774369949.7764678,Left Arm,79,Bent
342,1774369949.7764678,Right Arm,38,Bent
342,1774369949.7764678,Left Leg,177,Extended
342,1774369949.7764678,Right Leg,177,Extended
343,1774369949.850022,Left Arm,110,Bent
343,1774369949.850022,Right Arm,59,Bent
343,1774369949.850022,Left Leg,176,Extended
343,1774369949.850022,Right Leg,177,Extended
344,1774369949.92968,Left Arm,114,Bent
344,1774369949.92968,Right Arm,58,Bent
344,1774369949.92968,Left Leg,176,Extended
344,1774369949.92968,Right Leg,177,Extended
345,1774369950.0069818,Left Arm,128,Bent
345,1774369950.0069818,Right Arm,41,Bent
345,1774369950.0069818,Left Leg,176,Extended
345,1774369950.0080256,Right Leg,177,Extended
346,1774369950.0843513,Left Arm,125,Bent
346,1774369950.08531,Right Arm,41,Bent
346,1774369950.08531,Left Leg,177,Extended
346,1774369950.08531,Right Leg,176,Extended
347,1774369950.168346,Left Arm,112,Bent
347,1774369950.1694334,Right Arm,25,Bent
347,1774369950.1694334,Left Leg,177,Extended
347,1774369950.1694334,Right Leg,176,Extended
348,1774369950.2386925,Left Arm,123,Bent
348,1774369950.2386925,Right Arm,30,Bent
348,1774369950.2400098,Left Leg,177,Extended
348,1774369950.2400098,Right Leg,176,Extended
349,1774369950.315553,Left Arm,130,Bent
349,1774369950.3166242,Right Arm,40,Bent
349,1774369950.3166242,Left Leg,177,Extended
349,1774369950.3166242,Right Leg,176,Extended
350,1774369950.4093602,Left Arm,130,Bent
350,1774369950.4103599,Right Arm,23,Bent
350,1774369950.4103599,Left Leg,177,Extended
350,1774369950.41136,Right Leg,176,Extended
351,1774369950.491635,Left Arm,106,Bent
351,1774369950.4926553,Right Arm,43,Bent
351,1774369950.4931703,Left Leg,177,Extended
351,1774369950.4931703,Right Leg,177,Extended
352,1774369950.5654185,Left Arm,111,Bent
352,1774369950.5654185,Right Arm,58,Bent
352,1774369950.5664973,Left Leg,177,Extended
352,1774369950.5664973,Right Leg,177,Extended
353,1774369950.6414227,Left Arm,126,Bent
353,1774369950.6414227,Right Arm,46,Bent
353,1774369950.6414227,Left Leg,177,Extended
353,1774369950.6424904,Right Leg,177,Extended
354,1774369950.722757,Left Arm,140,Bent
354,1774369950.722757,Right Arm,70,Bent
354,1774369950.722757,Left Leg,177,Extended
354,1774369950.7237468,Right Leg,177,Extended
355,1774369950.804832,Left Arm,122,Bent
355,1774369950.8058627,Right Arm,66,Bent
355,1774369950.8058627,Left Leg,177,Extended
355,1774369950.806863,Right Leg,177,Extended
356,1774369950.8920596,Left Arm,114,Bent
356,1774369950.893441,Right Arm,63,Bent
356,1774369950.893441,Left Leg,177,Extended
356,1774369950.8944473,Right Leg,176,Extended
357,1774369950.9796145,Left Arm,130,Bent
357,1774369950.9796145,Right Arm,58,Bent
357,1774369950.9796145,Left Leg,177,Extended
357,1774369950.9810996,Right Leg,176,Extended
358,1774369951.0557995,Left Arm,112,Bent
358,1774369951.0571747,Right Arm,37,Bent
358,1774369951.0571747,Left Leg,177,Extended
358,1774369951.0581787,Right Leg,176,Extended
359,1774369951.1337724,Left Arm,93,Bent
359,1774369951.1337724,Right Arm,41,Bent
359,1774369951.1337724,Left Leg,177,Extended
359,1774369951.1352289,Right Leg,176,Extended
360,1774369951.209999,Left Arm,89,Bent
360,1774369951.2110019,Right Arm,45,Bent
360,1774369951.2110019,Left Leg,177,Extended
360,1774369951.2110019,Right Leg,177,Extended
361,1774369951.2863529,Left Arm,125,Bent
361,1774369951.2863529,Right Arm,48,Bent
361,1774369951.2863529,Left Leg,177,Extended
361,1774369951.2873385,Right Leg,177,Extended
362,1774369951.3621368,Left Arm,139,Bent
362,1774369951.3631327,Right Arm,79,Bent
362,1774369951.3631327,Left Leg,176,Extended
362,1774369951.3631327,Right Leg,177,Extended
363,1774369951.437568,Left Arm,134,Bent
363,1774369951.437568,Right Arm,75,Bent
363,1774369951.437568,Left Leg,177,Extended
363,1774369951.4389162,Right Leg,176,Extended
364,1774369951.5178776,Left Arm,140,Bent
364,1774369951.5178776,Right Arm,70,Bent
364,1774369951.5178776,Left Leg,177,Extended
364,1774369951.5178776,Right Leg,176,Extended
365,1774369951.5915565,Left Arm,143,Bent
365,1774369951.5915565,Right Arm,69,Bent
365,1774369951.5915565,Left Leg,177,Extended
365,1774369951.5926273,Right Leg,177,Extended
366,1774369951.6715143,Left Arm,144,Bent
366,1774369951.6715143,Right Arm,75,Bent
366,1774369951.6715143,Left Leg,176,Extended
366,1774369951.6715143,Right Leg,177,Extended
367,1774369951.7498887,Left Arm,144,Bent
367,1774369951.7498887,Right Arm,78,Bent
367,1774369951.75088,Left Leg,176,Extended
367,1774369951.7513874,Right Leg,178,Extended
368,1774369951.8261669,Left Arm,143,Bent
368,1774369951.8261669,Right Arm,77,Bent
368,1774369951.8276443,Left Leg,176,Extended
368,1774369951.8276443,Right Leg,178,Extended
369,1774369951.916845,Left Arm,132,Bent
369,1774369951.9181633,Right Arm,42,Bent
369,1774369951.9191623,Left Leg,176,Extended
369,1774369951.9191623,Right Leg,178,Extended
370,1774369952.004512,Left Arm,130,Bent
370,1774369952.004512,Right Arm,39,Bent
370,1774369952.004512,Left Leg,177,Extended
370,1774369952.005507,Right Leg,178,Extended
371,1774369952.0801713,Left Arm,141,Bent
371,1774369952.0801713,Right Arm,108,Bent
371,1774369952.081505,Left Leg,177,Extended
371,1774369952.081505,Right Leg,178,Extended
372,1774369952.1582072,Left Arm,142,Bent
372,1774369952.1582072,Right Arm,98,Bent
372,1774369952.1597197,Left Leg,178,Extended
372,1774369952.1597197,Right Leg,179,Extended
373,1774369952.2385187,Left Arm,149,Bent
373,1774369952.239687,Right Arm,107,Bent
373,1774369952.239687,Left Leg,177,Extended
373,1774369952.239687,Right Leg,179,Extended
374,1774369952.3117557,Left Arm,149,Bent
374,1774369952.3127365,Right Arm,124,Bent
374,1774369952.3127365,Left Leg,177,Extended
374,1774369952.3127365,Right Leg,179,Extended
375,1774369952.385147,Left Arm,143,Bent
375,1774369952.385147,Right Arm,90,Bent
375,1774369952.385147,Left Leg,177,Extended
375,1774369952.385147,Right Leg,179,Extended
376,1774369952.4615111,Left Arm,140,Bent
376,1774369952.4615111,Right Arm,72,Bent
376,1774369952.4615111,Left Leg,177,Extended
376,1774369952.4625168,Right Leg,179,Extended
377,1774369952.5362315,Left Arm,139,Bent
377,1774369952.5362315,Right Arm,56,Bent
377,1774369952.5374546,Left Leg,177,Extended
377,1774369952.5374546,Right Leg,179,Extended
378,1774369952.6148584,Left Arm,119,Bent
378,1774369952.6148584,Right Arm,56,Bent
378,1774369952.615471,Left Leg,176,Extended
378,1774369952.615471,Right Leg,178,Extended
379,1774369952.6901603,Left Arm,137,Bent
379,1774369952.6906767,Right Arm,73,Bent
379,1774369952.6906767,Left Leg,176,Extended
379,1774369952.6906767,Right Leg,178,Extended
380,1774369952.771052,Left Arm,109,Bent
380,1774369952.771052,Right Arm,70,Bent
380,1774369952.771052,Left Leg,177,Extended
380,1774369952.7720556,Right Leg,179,Extended
381,1774369952.8503523,Left Arm,127,Bent
381,1774369952.8519158,Right Arm,69,Bent
381,1774369952.8519158,Left Leg,177,Extended
381,1774369952.852924,Right Leg,179,Extended
382,1774369952.925951,Left Arm,123,Bent
382,1774369952.925951,Right Arm,66,Bent
382,1774369952.925951,Left Leg,177,Extended
382,1774369952.926944,Right Leg,179,Extended
383,1774369953.0119314,Left Arm,139,Bent
383,1774369953.0119314,Right Arm,98,Bent
383,1774369953.0119314,Left Leg,178,Extended
383,1774369953.0119314,Right Leg,179,Extended
384,1774369953.0986476,Left Arm,139,Bent
384,1774369953.1000187,Right Arm,88,Bent
384,1774369953.1000187,Left Leg,177,Extended
384,1774369953.1000187,Right Leg,179,Extended
385,1774369953.1776867,Left Arm,72,Bent
385,1774369953.1776867,Right Arm,19,Bent
385,1774369953.1776867,Left Leg,177,Extended
385,1774369953.1791127,Right Leg,177,Extended
386,1774369953.2555716,Left Arm,101,Bent
386,1774369953.2555716,Right Arm,28,Bent
386,1774369953.2567515,Left Leg,175,Extended
386,1774369953.2567515,Right Leg,178,Extended
387,1774369953.330197,Left Arm,109,Bent
387,1774369953.3315008,Right Arm,37,Bent
387,1774369953.3315008,Left Leg,175,Extended
387,1774369953.3315008,Right Leg,178,Extended
388,1774369953.4111922,Left Arm,88,Bent
388,1774369953.4111922,Right Arm,41,Bent
388,1774369953.4111922,Left Leg,176,Extended
388,1774369953.4126887,Right Leg,178,Extended
389,1774369953.4879045,Left Arm,69,Bent
389,1774369953.4879045,Right Arm,28,Bent
389,1774369953.4889119,Left Leg,176,Extended
389,1774369953.4889119,Right Leg,178,Extended
390,1774369953.560678,Left Arm,87,Bent
390,1774369953.5616684,Right Arm,32,Bent
390,1774369953.5616684,Left Leg,176,Extended
390,1774369953.5616684,Right Leg,179,Extended
391,1774369953.6416805,Left Arm,84,Bent
391,1774369953.6416805,Right Arm,27,Bent
391,1774369953.6416805,Left Leg,176,Extended
391,1774369953.6426616,Right Leg,179,Extended
392,1774369953.7199936,Left Arm,130,Bent
392,1774369953.7199936,Right Arm,36,Bent
392,1774369953.7199936,Left Leg,176,Extended
392,1774369953.7214794,Right Leg,178,Extended
393,1774369953.8024435,Left Arm,101,Bent
393,1774369953.8024435,Right Arm,31,Bent
393,1774369953.8024435,Left Leg,176,Extended
393,1774369953.803929,Right Leg,178,Extended
394,1774369953.8757362,Left Arm,119,Bent
394,1774369953.8757362,Right Arm,51,Bent
394,1774369953.8757362,Left Leg,176,Extended
394,1774369953.8767543,Right Leg,178,Extended
395,1774369953.959943,Left Arm,119,Bent
395,1774369953.959943,Right Arm,44,Bent
395,1774369953.959943,Left Leg,176,Extended
395,1774369953.9612553,Right Leg,178,Extended
396,1774369954.0318825,Left Arm,101,Bent
396,1774369954.0318825,Right Arm,37,Bent
396,1774369954.0328846,Left Leg,176,Extended
396,1774369954.0328846,Right Leg,178,Extended
397,1774369954.11896,Left Arm,129,Bent
397,1774369954.11896,Right Arm,36,Bent
397,1774369954.1199574,Left Leg,176,Extended
397,1774369954.1199574,Right Leg,178,Extended
398,1774369954.2160385,Left Arm,135,Bent
398,1774369954.217259,Right Arm,41,Bent
398,1774369954.217259,Left Leg,176,Extended
398,1774369954.218262,Right Leg,178,Extended
399,1774369954.3086743,Left Arm,133,Bent
399,1774369954.3096714,Right Arm,59,Bent
399,1774369954.3096714,Left Leg,176,Extended
399,1774369954.3108003,Right Leg,178,Extended
400,1774369954.3943338,Left Arm,147,Bent
400,1774369954.395342,Right Arm,128,Bent
400,1774369954.395342,Left Leg,176,Extended
400,1774369954.3966198,Right Leg,178,Extended
401,1774369954.4688976,Left Arm,146,Bent
401,1774369954.4688976,Right Arm,111,Bent
401,1774369954.4688976,Left Leg,177,Extended
401,1774369954.4698951,Right Leg,179,Extended
402,1774369954.5572183,Left Arm,124,Bent
402,1774369954.5577323,Right Arm,59,Bent
402,1774369954.5577323,Left Leg,177,Extended
402,1774369954.5587525,Right Leg,178,Extended
403,1774369954.647223,Left Arm,97,Bent
403,1774369954.647223,Right Arm,45,Bent
403,1774369954.647223,Left Leg,177,Extended
403,1774369954.6482675,Right Leg,178,Extended
404,1774369954.73375,Left Arm,141,Bent
404,1774369954.73375,Right Arm,72,Bent
404,1774369954.73375,Left Leg,177,Extended
404,1774369954.7347813,Right Leg,178,Extended
405,1774369954.814138,Left Arm,124,Bent
405,1774369954.814138,Right Arm,51,Bent
405,1774369954.8151343,Left Leg,177,Extended
405,1774369954.8151343,Right Leg,177,Extended
406,1774369954.8944547,Left Arm,142,Bent
406,1774369954.8944547,Right Arm,48,Bent
406,1774369954.8944547,Left Leg,176,Extended
406,1774369954.8959122,Right Leg,177,Extended
407,1774369954.9731002,Left Arm,143,Bent
407,1774369954.9731002,Right Arm,56,Bent
407,1774369954.9741914,Left Leg,176,Extended
407,1774369954.9741914,Right Leg,177,Extended
408,1774369955.072126,Left Arm,125,Bent
408,1774369955.0731256,Right Arm,57,Bent
408,1774369955.0731256,Left Leg,177,Extended
408,1774369955.074132,Right Leg,178,Extended
409,1774369955.1786587,Left Arm,91,Bent
409,1774369955.1786587,Right Arm,56,Bent
409,1774369955.1800416,Left Leg,177,Extended
409,1774369955.181036,Right Leg,179,Extended
410,1774369955.2772338,Left Arm,79,Bent
410,1774369955.278382,Right Arm,36,Bent
410,1774369955.278382,Left Leg,177,Extended
410,1774369955.2794101,Right Leg,178,Extended
411,1774369955.3604574,Left Arm,124,Bent
411,1774369955.3604574,Right Arm,52,Bent
411,1774369955.3604574,Left Leg,177,Extended
411,1774369955.3614771,Right Leg,178,Extended
412,1774369955.4376845,Left Arm,124,Bent
412,1774369955.438664,Right Arm,86,Bent
412,1774369955.438664,Left Leg,177,Extended
412,1774369955.4396756,Right Leg,179,Extended
413,1774369955.5324702,Left Arm,125,Bent
413,1774369955.533536,Right Arm,90,Bent
413,1774369955.533536,Left Leg,177,Extended
413,1774369955.533536,Right Leg,179,Extended
414,1774369955.610753,Left Arm,131,Bent
414,1774369955.610753,Right Arm,88,Bent
414,1774369955.610753,Left Leg,177,Extended
414,1774369955.6118138,Right Leg,178,Extended
415,1774369955.6911914,Left Arm,121,Bent
415,1774369955.6925182,Right Arm,74,Bent
415,1774369955.6925182,Left Leg,177,Extended
415,1774369955.6925182,Right Leg,179,Extended
416,1774369955.7709377,Left Arm,98,Bent
416,1774369955.77244,Right Arm,63,Bent
416,1774369955.77244,Left Leg,177,Extended
416,1774369955.7734375,Right Leg,178,Extended
417,1774369955.847706,Left Arm,37,Bent
417,1774369955.847706,Right Arm,17,Bent
417,1774369955.8487165,Left Leg,178,Extended
417,1774369955.8487165,Right Leg,179,Extended
418,1774369955.9348295,Left Arm,33,Bent
418,1774369955.935843,Right Arm,17,Bent
418,1774369955.935843,Left Leg,178,Extended
418,1774369955.9368634,Right Leg,179,Extended
419,1774369956.0251927,Left Arm,33,Bent
419,1774369956.026244,Right Arm,16,Bent
419,1774369956.026244,Left Leg,178,Extended
419,1774369956.026244,Right Leg,179,Extended
420,1774369956.1167521,Left Arm,103,Bent
420,1774369956.1177514,Right Arm,11,Bent
420,1774369956.1177514,Left Leg,179,Extended
420,1774369956.1187916,Right Leg,178,Extended
421,1774369956.211782,Left Arm,29,Bent
421,1774369956.211782,Right Arm,11,Bent
421,1774369956.211782,Left Leg,179,Extended
421,1774369956.212827,Right Leg,178,Extended
422,1774369956.289134,Left Arm,27,Bent
422,1774369956.289134,Right Arm,10,Bent
422,1774369956.290134,Left Leg,179,Extended
422,1774369956.290134,Right Leg,178,Extended
423,1774369956.3763885,Left Arm,17,Bent
423,1774369956.3763885,Right Arm,9,Bent
423,1774369956.3763885,Left Leg,179,Extended
423,1774369956.3774025,Right Leg,177,Extended
424,1774369956.4513168,Left Arm,21,Bent
424,1774369956.4523122,Right Arm,9,Bent
424,1774369956.4523122,Left Leg,179,Extended
424,1774369956.4523122,Right Leg,177,Extended
425,1774369956.5248678,Left Arm,26,Bent
425,1774369956.5248678,Right Arm,7,Bent
425,1774369956.5248678,Left Leg,179,Extended
425,1774369956.5248678,Right Leg,177,Extended
426,1774369956.6072857,Left Arm,27,Bent
426,1774369956.6083467,Right Arm,6,Bent
426,1774369956.6083467,Left Leg,179,Extended
426,1774369956.6083467,Right Leg,177,Extended
427,1774369956.6833127,Left Arm,28,Bent
427,1774369956.6833127,Right Arm,5,Bent
427,1774369956.6838236,Left Leg,179,Extended
427,1774369956.6838236,Right Leg,177,Extended
428,1774369956.7619479,Left Arm,28,Bent
428,1774369956.7629364,Right Arm,5,Bent
428,1774369956.7629364,Left Leg,179,Extended
428,1774369956.7629364,Right Leg,177,Extended
429,1774369956.839828,Left Arm,28,Bent
429,1774369956.839828,Right Arm,5,Bent
429,1774369956.839828,Left Leg,179,Extended
429,1774369956.839828,Right Leg,177,Extended
430,1774369956.912682,Left Arm,29,Bent
430,1774369956.912682,Right Arm,5,Bent
430,1774369956.9136937,Left Leg,179,Extended
430,1774369956.9136937,Right Leg,178,Extended
431,1774369957.0001626,Left Arm,29,Bent
431,1774369957.0001626,Right Arm,5,Bent
431,1774369957.0011747,Left Leg,178,Extended
431,1774369957.0011747,Right Leg,178,Extended
432,1774369957.0768368,Left Arm,30,Bent
432,1774369957.0768368,Right Arm,5,Bent
432,1774369957.0778375,Left Leg,179,Extended
432,1774369957.0778375,Right Leg,177,Extended
433,1774369957.1539552,Left Arm,29,Bent
433,1774369957.1539552,Right Arm,5,Bent
433,1774369957.1539552,Left Leg,179,Extended
433,1774369957.1549556,Right Leg,178,Extended
434,1774369957.2330942,Left Arm,28,Bent
434,1774369957.2330942,Right Arm,5,Bent
434,1774369957.2346022,Left Leg,178,Extended
434,1774369957.2346022,Right Leg,178,Extended
435,1774369957.3135562,Left Arm,26,Bent
435,1774369957.3135562,Right Arm,5,Bent
435,1774369957.3135562,Left Leg,178,Extended
435,1774369957.3135562,Right Leg,177,Extended
436,1774369957.389353,Left Arm,23,Bent
436,1774369957.389353,Right Arm,5,Bent
436,1774369957.389353,Left Leg,178,Extended
436,1774369957.389353,Right Leg,177,Extended
437,1774369957.4628265,Left Arm,26,Bent
437,1774369957.4628265,Right Arm,5,Bent
437,1774369957.4638302,Left Leg,178,Extended
437,1774369957.4638302,Right Leg,177,Extended
438,1774369957.5421166,Left Arm,28,Bent
438,1774369957.5421166,Right Arm,6,Bent
438,1774369957.5421166,Left Leg,178,Extended
438,1774369957.5421166,Right Leg,178,Extended
439,1774369957.6196012,Left Arm,30,Bent
439,1774369957.6196012,Right Arm,6,Bent
439,1774369957.6206222,Left Leg,178,Extended
439,1774369957.6206222,Right Leg,178,Extended
440,1774369957.691508,Left Arm,29,Bent
440,1774369957.691508,Right Arm,6,Bent
440,1774369957.691508,Left Leg,178,Extended
440,1774369957.691508,Right Leg,178,Extended
441,1774369957.7713878,Left Arm,31,Bent
441,1774369957.7713878,Right Arm,6,Bent
441,1774369957.7713878,Left Leg,177,Extended
441,1774369957.7713878,Right Leg,179,Extended
442,1774369957.847202,Left Arm,30,Bent
442,1774369957.847202,Right Arm,6,Bent
442,1774369957.847202,Left Leg,179,Extended
442,1774369957.847202,Right Leg,179,Extended
443,1774369957.9296105,Left Arm,25,Bent
443,1774369957.930618,Right Arm,5,Bent
443,1774369957.930618,Left Leg,179,Extended
443,1774369957.930618,Right Leg,179,Extended
444,1774369958.0105016,Left Arm,27,Bent
444,1774369958.0115032,Right Arm,6,Bent
444,1774369958.0115032,Left Leg,178,Extended
444,1774369958.0125012,Right Leg,179,Extended
445,1774369958.086069,Left Arm,28,Bent
445,1774369958.086069,Right Arm,7,Bent
445,1774369958.0870662,Left Leg,177,Extended
445,1774369958.0870662,Right Leg,179,Extended
446,1774369958.1659856,Left Arm,30,Bent
446,1774369958.1669848,Right Arm,7,Bent
446,1774369958.1669848,Left Leg,177,Extended
446,1774369958.1679826,Right Leg,177,Extended
447,1774369958.2481973,Left Arm,31,Bent
447,1774369958.2481973,Right Arm,7,Bent
447,1774369958.249313,Left Leg,177,Extended
447,1774369958.249313,Right Leg,177,Extended
448,1774369958.3373017,Left Arm,27,Bent
448,1774369958.3373017,Right Arm,8,Bent
448,1774369958.338559,Left Leg,179,Extended
448,1774369958.338559,Right Leg,175,Extended
449,1774369958.408166,Left Arm,27,Bent
449,1774369958.408166,Right Arm,8,Bent
449,1774369958.408166,Left Leg,179,Extended
449,1774369958.409179,Right Leg,175,Extended
450,1774369958.4945488,Left Arm,28,Bent
450,1774369958.4945488,Right Arm,8,Bent
450,1774369958.495561,Left Leg,178,Extended
450,1774369958.495561,Right Leg,163,Extended
451,1774369958.5708523,Left Arm,25,Bent
451,1774369958.5708523,Right Arm,8,Bent
451,1774369958.5708523,Left Leg,178,Extended
451,1774369958.5718565,Right Leg,167,Extended
452,1774369958.6427376,Left Arm,25,Bent
452,1774369958.6427376,Right Arm,9,Bent
452,1774369958.6427376,Left Leg,177,Extended
452,1774369958.6427376,Right Leg,167,Extended
453,1774369958.7204561,Left Arm,27,Bent
453,1774369958.7204561,Right Arm,9,Bent
453,1774369958.7204561,Left Leg,177,Extended
453,1774369958.7214992,Right Leg,168,Extended
454,1774369958.7985392,Left Arm,26,Bent
454,1774369958.7995496,Right Arm,9,Bent
454,1774369958.8005714,Left Leg,178,Extended
454,1774369958.8015761,Right Leg,168,Extended
455,1774369958.877521,Left Arm,24,Bent
455,1774369958.8785298,Right Arm,9,Bent
455,1774369958.8785298,Left Leg,178,Extended
455,1774369958.8785298,Right Leg,168,Extended
456,1774369958.9590871,Left Arm,33,Bent
456,1774369958.9600816,Right Arm,8,Bent
456,1774369958.9620824,Left Leg,179,Extended
456,1774369958.9620824,Right Leg,173,Extended
457,1774369959.0397022,Left Arm,36,Bent
457,1774369959.040704,Right Arm,8,Bent
457,1774369959.0417047,Left Leg,179,Extended
457,1774369959.0427015,Right Leg,174,Extended
458,1774369959.1163588,Left Arm,32,Bent
458,1774369959.1163588,Right Arm,8,Bent
458,1774369959.1163588,Left Leg,179,Extended
458,1774369959.1173599,Right Leg,174,Extended
459,1774369959.193493,Left Arm,31,Bent
459,1774369959.193493,Right Arm,8,Bent
