Frame,Timestamp,Joint,Angle,Status
152,1774369934.272068,Right Arm,17,Bent
152,1774369934.2730694,Left Leg,176,Extended
152,1774369934.2730694,Right Leg,171,Extended
153,1774369934.3529427,Left Arm,102,Bent
153,1774369934.3529427,Right Arm,21,Bent
153,1774369934.353958,Left Leg,176,Extended
153,1774369934.353958,Right Leg,172,Extended
154,1774369934.4325774,Left Arm,70,Bent
154,1774369934.4335804,Right Arm,25,Bent
154,1774369934.4335804,Left Leg,175,Extended
154,1774369934.434577,Right Leg,174,Extended
155,1774369934.5154464,Left Arm,103,Bent
155,1774369934.516472,Right Arm,25,Bent
155,1774369934.516472,Left Leg,175,Extended
155,1774369934.516472,Right Leg,175,Extended
156,1774369934.6034172,Left Arm,117,Bent
156,1774369934.6034172,Right Arm,58,Bent
156,1774369934.604419,Left Leg,176,Extended
156,1774369934.604419,Right Leg,176,Extended
157,1774369934.6777735,Left Arm,84,Bent
157,1774369934.6777735,Right Arm,35,Bent
157,1774369934.6787803,Left Leg,175,Extended
157,1774369934.6787803,Right Leg,174,Extended
158,1774369934.7526894,Left Arm,95,Bent
158,1774369934.753706,Right Arm,36,Bent
158,1774369934.753706,Left Leg,175,Extended
158,1774369934.753706,Right Leg,174,Extended
159,1774369934.8317478,Left Arm,131,Bent
159,1774369934.8325963,Right Arm,36,Bent
159,1774369934.8325963,Left Leg,175,Extended
159,1774369934.8325963,Right Leg,176,Extended
160,1774369934.9108872,Left Arm,54,Bent
160,1774369934.9108872,Right Arm,27,Bent
160,1774369934.9108872,Left Leg,175,Extended
160,1774369934.9108872,Right Leg,176,Extended
161,1774369934.9912167,Left Arm,53,Bent
161,1774369934.9912167,Right Arm,29,Bent
161,1774369934.9912167,Left Leg,175,Extended
161,1774369934.9912167,Right Leg,175,Extended
162,1774369935.0661902,Left Arm,35,Bent
162,1774369935.0661902,Right Arm,23,Bent
162,1774369935.0661902,Left Leg,175,Extended
162,1774369935.0677485,Right Leg,175,Extended
163,1774369935.1532526,Left Arm,35,Bent
163,1774369935.1532526,Right Arm,26,Bent
163,1774369935.1602786,Left Leg,176,Extended
163,1774369935.1602786,Right Leg,176,Extended
164,1774369935.2466164,Left Arm,71,Bent
164,1774369935.248114,Right Arm,26,Bent
164,1774369935.2486308,Left Leg,176,Extended
164,1774369935.2486308,Right Leg,176,Extended
165,1774369935.3213778,Left Arm,45,Bent
165,1774369935.3213778,Right Arm,16,Bent
165,1774369935.3227777,Left Leg,175,Extended
165,1774369935.323284,Right Leg,175,Extended
166,1774369935.4067748,Left Arm,52,Bent
166,1774369935.4067748,Right Arm,36,Bent
166,1774369935.4077682,Left Leg,176,Extended
166,1774369935.4077682,Right Leg,176,Extended
167,1774369935.497901,Left Arm,67,Bent
167,1774369935.497901,Right Arm,50,Bent
167,1774369935.4992006,Left Leg,176,Extended
167,1774369935.4992006,Right Leg,176,Extended
168,1774369935.5872924,Left Arm,65,Bent
168,1774369935.5882936,Right Arm,32,Bent
168,1774369935.5882936,Left Leg,175,Extended
168,1774369935.5892925,Right Leg,175,Extended
169,1774369935.6609097,Left Arm,79,Bent
169,1774369935.661956,Right Arm,29,Bent
169,1774369935.661956,Left Leg,175,Extended
169,1774369935.661956,Right Leg,175,Extended
170,1774369935.7366784,Left Arm,47,Bent
170,1774369935.7366784,Right Arm,18,Bent
170,1774369935.7366784,Left Leg,175,Extended
170,1774369935.7366784,Right Leg,172,Extended
171,1774369935.816834,Left Arm,120,Bent
171,1774369935.816834,Right Arm,40,Bent
171,1774369935.816834,Left Leg,176,Extended
171,1774369935.816834,Right Leg,175,Extended
172,1774369935.89241,Left Arm,73,Bent
172,1774369935.89241,Right Arm,19,Bent
172,1774369935.89241,Left Leg,176,Extended
172,1774369935.8934104,Right Leg,172,Extended
173,1774369935.9700146,Left Arm,120,Bent
173,1774369935.9700146,Right Arm,28,Bent
173,1774369935.9710207,Left Leg,176,Extended
173,1774369935.9710207,Right Leg,173,Extended
174,1774369936.048696,Left Arm,111,Bent
174,1774369936.0500486,Right Arm,26,Bent
174,1774369936.0500486,Left Leg,176,Extended
174,1774369936.0500486,Right Leg,170,Extended
175,1774369936.1257904,Left Arm,120,Bent
175,1774369936.1267877,Right Arm,39,Bent
175,1774369936.1267877,Left Leg,178,Extended
175,1774369936.1272972,Right Leg,173,Extended
176,1774369936.2089455,Left Arm,37,Bent
176,1774369936.2099621,Right Arm,23,Bent
176,1774369936.2099621,Left Leg,177,Extended
176,1774369936.2109728,Right Leg,175,Extended
177,1774369936.2859612,Left Arm,34,Bent
177,1774369936.2859612,Right Arm,23,Bent
177,1774369936.2869632,Left Leg,176,Extended
177,1774369936.2869632,Right Leg,171,Extended
178,1774369936.3722746,Left Arm,35,Bent
178,1774369936.3722746,Right Arm,23,Bent
178,1774369936.37334,Left Leg,175,Extended
178,1774369936.37334,Right Leg,171,Extended
179,1774369936.470124,Left Arm,134,Bent
179,1774369936.4711242,Right Arm,86,Bent
179,1774369936.4711242,Left Leg,176,Extended
179,1774369936.4724739,Right Leg,175,Extended
180,1774369936.5667126,Left Arm,122,Bent
180,1774369936.5667126,Right Arm,41,Bent
180,1774369936.5678625,Left Leg,175,Extended
180,1774369936.5678625,Right Leg,173,Extended
181,1774369936.6571996,Left Arm,118,Bent
181,1774369936.6571996,Right Arm,53,Bent
181,1774369936.658667,Left Leg,175,Extended
181,1774369936.658667,Right Leg,174,Extended
182,1774369936.749537,Left Arm,46,Bent
182,1774369936.749537,Right Arm,27,Bent
182,1774369936.749537,Left Leg,174,Extended
182,1774369936.7508812,Right Leg,170,Extended
183,1774369936.8346276,Left Arm,53,Bent
183,1774369936.8346276,Right Arm,22,Bent
183,1774369936.8346276,Left Leg,175,Extended
183,1774369936.8360596,Right Leg,171,Extended
184,1774369936.9117012,Left Arm,67,Bent
184,1774369936.9117012,Right Arm,23,Bent
184,1774369936.9117012,Left Leg,174,Extended
184,1774369936.913211,Right Leg,172,Extended
185,1774369936.985567,Left Arm,113,Bent
185,1774369936.9865673,Right Arm,25,Bent
185,1774369936.9865673,Left Leg,175,Extended
185,1774369936.9875708,Right Leg,173,Extended
186,1774369937.0622966,Left Arm,109,Bent
186,1774369937.064204,Right Arm,25,Bent
186,1774369937.064204,Left Leg,176,Extended
186,1774369937.064204,Right Leg,173,Extended
187,1774369937.137367,Left Arm,71,Bent
187,1774369937.137367,Right Arm,22,Bent
187,1774369937.137367,Left Leg,175,Extended
187,1774369937.13885,Right Leg,173,Extended
188,1774369937.2180037,Left Arm,35,Bent
188,1774369937.219002,Right Arm,13,Bent
188,1774369937.219002,Left Leg,174,Extended
188,1774369937.219002,Right Leg,171,Extended
189,1774369937.320479,Left Arm,36,Bent
189,1774369937.320479,Right Arm,17,Bent
189,1774369937.320479,Left Leg,174,Extended
189,1774369937.320479,Right Leg,174,Extended
190,1774369937.3976636,Left Arm,70,Bent
190,1774369937.3986692,Right Arm,57,Bent
190,1774369937.3986692,Left Leg,176,Extended
190,1774369937.3996658,Right Leg,176,Extended
191,1774369937.4973812,Left Arm,96,Bent
191,1774369937.4973812,Right Arm,26,Bent
191,1774369937.4984286,Left Leg,178,Extended
191,1774369937.4999402,Right Leg,176,Extended
192,1774369937.59099,Left Arm,52,Bent
192,1774369937.5919926,Right Arm,39,Bent
192,1774369937.5919926,Left Leg,178,Extended
192,1774369937.592994,Right Leg,176,Extended
193,1774369937.678574,Left Arm,52,Bent
193,1774369937.678574,Right Arm,20,Bent
193,1774369937.678574,Left Leg,179,Extended
193,1774369937.6796932,Right Leg,177,Extended
194,1774369937.759903,Left Arm,2,Bent
194,1774369937.759903,Right Arm,1,Bent
194,1774369937.759903,Left Leg,179,Extended
194,1774369937.7609742,Right Leg,179,Extended
195,1774369937.8432837,Left Arm,17,Bent
195,1774369937.8432837,Right Arm,7,Bent
195,1774369937.8432837,Left Leg,178,Extended
195,1774369937.844276,Right Leg,178,Extended
196,1774369937.9195797,Left Arm,25,Bent
196,1774369937.9195797,Right Arm,14,Bent
196,1774369937.9195797,Left Leg,179,Extended
196,1774369937.9206073,Right Leg,178,Extended
197,1774369937.997328,Left Arm,6,Bent
197,1774369937.997328,Right Arm,40,Bent
197,1774369937.997328,Left Leg,178,Extended
197,1774369937.998338,Right Leg,177,Extended
198,1774369938.0749178,Left Arm,119,Bent
198,1774369938.0759208,Right Arm,54,Bent
198,1774369938.0759208,Left Leg,177,Extended
198,1774369938.076432,Right Leg,177,Extended
199,1774369938.1502886,Left Arm,66,Bent
199,1774369938.1502886,Right Arm,53,Bent
199,1774369938.1502886,Left Leg,177,Extended
199,1774369938.1502886,Right Leg,178,Extended
200,1774369938.2373805,Left Arm,46,Bent
200,1774369938.2373805,Right Arm,51,Bent
200,1774369938.238393,Left Leg,178,Extended
200,1774369938.238393,Right Leg,178,Extended
201,1774369938.3151894,Left Arm,106,Bent
201,1774369938.3161743,Right Arm,50,Bent
201,1774369938.3161743,Left Leg,177,Extended
201,1774369938.3161743,Right Leg,178,Extended
202,1774369938.3957388,Left Arm,68,Bent
202,1774369938.3968828,Right Arm,79,Bent
202,1774369938.3978968,Left Leg,177,Extended
202,1774369938.3978968,Right Leg,178,Extended
203,1774369938.483521,Left Arm,36,Bent
203,1774369938.4847345,Right Arm,27,Bent
203,1774369938.4847345,Left Leg,177,Extended
203,1774369938.4857287,Right Leg,177,Extended
204,1774369938.5663245,Left Arm,111,Bent
204,1774369938.5663245,Right Arm,65,Bent
204,1774369938.5663245,Left Leg,177,Extended
204,1774369938.5674706,Right Leg,178,Extended
205,1774369938.6530905,Left Arm,122,Bent
205,1774369938.6530905,Right Arm,69,Bent
205,1774369938.6530905,Left Leg,177,Extended
205,1774369938.6541505,Right Leg,178,Extended
206,1774369938.729742,Left Arm,104,Bent
206,1774369938.7310362,Right Arm,20,Bent
206,1774369938.7310362,Left Leg,176,Extended
206,1774369938.7310362,Right Leg,176,Extended
207,1774369938.8135037,Left Arm,88,Bent
207,1774369938.8145182,Right Arm,22,Bent
207,1774369938.8145182,Left Leg,176,Extended
207,1774369938.8158793,Right Leg,175,Extended
208,1774369938.914041,Left Arm,139,Bent
208,1774369938.914041,Right Arm,40,Bent
208,1774369938.914041,Left Leg,176,Extended
208,1774369938.9155126,Right Leg,175,Extended
209,1774369938.9942093,Left Arm,132,Bent
209,1774369938.9942093,Right Arm,40,Bent
209,1774369938.9942093,Left Leg,176,Extended
209,1774369938.9952183,Right Leg,174,Extended
210,1774369939.072581,Left Arm,72,Bent
210,1774369939.072581,Right Arm,26,Bent
210,1774369939.0735867,Left Leg,176,Extended
210,1774369939.0735867,Right Leg,173,Extended
211,1774369939.1496444,Left Arm,34,Bent
211,1774369939.1496444,Right Arm,24,Bent
211,1774369939.1496444,Left Leg,176,Extended
211,1774369939.1496444,Right Leg,172,Extended
212,1774369939.2280579,Left Arm,124,Bent
212,1774369939.2280579,Right Arm,44,Bent
212,1774369939.2280579,Left Leg,176,Extended
212,1774369939.2280579,Right Leg,173,Extended
213,1774369939.3077056,Left Arm,52,Bent
213,1774369939.3077056,Right Arm,50,Bent
213,1774369939.3087063,Left Leg,176,Extended
213,1774369939.309707,Right Leg,175,Extended
214,1774369939.3895702,Left Arm,133,Bent
214,1774369939.390584,Right Arm,80,Bent
214,1774369939.390584,Left Leg,176,Extended
214,1774369939.390584,Right Leg,175,Extended
215,1774369939.468678,Left Arm,106,Bent
215,1774369939.468678,Right Arm,74,Bent
215,1774369939.4696562,Left Leg,176,Extended
215,1774369939.4706805,Right Leg,175,Extended
216,1774369939.5515313,Left Arm,106,Bent
216,1774369939.5515313,Right Arm,69,Bent
216,1774369939.5515313,Left Leg,177,Extended
216,1774369939.553029,Right Leg,175,Extended
217,1774369939.6400063,Left Arm,130,Bent
217,1774369939.6400063,Right Arm,58,Bent
217,1774369939.6410081,Left Leg,177,Extended
217,1774369939.6420882,Right Leg,175,Extended
218,1774369939.729096,Left Arm,105,Bent
218,1774369939.729096,Right Arm,43,Bent
218,1774369939.729096,Left Leg,177,Extended
218,1774369939.7305613,Right Leg,174,Extended
219,1774369939.8063478,Left Arm,109,Bent
219,1774369939.8073313,Right Arm,42,Bent
219,1774369939.8073313,Left Leg,177,Extended
219,1774369939.8073313,Right Leg,174,Extended
220,1774369939.8832188,Left Arm,88,Bent
220,1774369939.8845081,Right Arm,25,Bent
220,1774369939.8845081,Left Leg,178,Extended
220,1774369939.8845081,Right Leg,173,Extended
221,1774369939.9637892,Left Arm,135,Bent
221,1774369939.9637892,Right Arm,47,Bent
221,1774369939.9637892,Left Leg,178,Extended
221,1774369939.9648337,Right Leg,173,Extended
222,1774369940.039709,Left Arm,122,Bent
222,1774369940.039709,Right Arm,49,Bent
222,1774369940.0407226,Left Leg,177,Extended
222,1774369940.0407226,Right Leg,174,Extended
223,1774369940.1166704,Left Arm,82,Bent
223,1774369940.1166704,Right Arm,49,Bent
223,1774369940.1166704,Left Leg,177,Extended
223,1774369940.1180515,Right Leg,175,Extended
224,1774369940.19222,Left Arm,124,Bent
224,1774369940.19222,Right Arm,52,Bent
224,1774369940.1932185,Left Leg,177,Extended
224,1774369940.1932185,Right Leg,175,Extended
225,1774369940.2733083,Left Arm,110,Bent
225,1774369940.2733083,Right Arm,35,Bent
225,1774369940.274322,Left Leg,177,Extended
225,1774369940.274322,Right Leg,175,Extended
226,1774369940.351959,Left Arm,60,Bent
226,1774369940.352964,Right Arm,17,Bent
226,1774369940.352964,Left Leg,177,Extended
226,1774369940.3539512,Right Leg,172,Extended
227,1774369940.4306514,Left Arm,51,Bent
227,1774369940.431646,Right Arm,17,Bent
227,1774369940.431646,Left Leg,178,Extended
227,1774369940.431646,Right Leg,170,Extended
228,1774369940.512652,Left Arm,44,Bent
228,1774369940.5136516,Right Arm,20,Bent
228,1774369940.5136516,Left Leg,176,Extended
228,1774369940.5146532,Right Leg,169,Extended
229,1774369940.5996313,Left Arm,41,Bent
229,1774369940.5996313,Right Arm,22,Bent
229,1774369940.5996313,Left Leg,175,Extended
229,1774369940.6006644,Right Leg,172,Extended
230,1774369940.6756885,Left Arm,85,Bent
230,1774369940.6756885,Right Arm,23,Bent
230,1774369940.6756885,Left Leg,176,Extended
230,1774369940.6756885,Right Leg,173,Extended
231,1774369940.7547925,Left Arm,80,Bent
231,1774369940.7547925,Right Arm,21,Bent
231,1774369940.7547925,Left Leg,176,Extended
231,1774369940.7559278,Right Leg,174,Extended
232,1774369940.8216794,Left Arm,72,Bent
232,1774369940.8216794,Right Arm,23,Bent
232,1774369940.822678,Left Leg,176,Extended
232,1774369940.822678,Right Leg,175,Extended
233,1774369940.8908563,Left Arm,72,Bent
233,1774369940.8908563,Right Arm,24,Bent
233,1774369940.8908563,Left Leg,177,Extended
233,1774369940.891875,Right Leg,174,Extended
234,1774369940.9702513,Left Arm,35,Bent
234,1774369940.9702513,Right Arm,16,Bent
234,1774369940.9712474,Left Leg,172,Extended
234,1774369940.9712474,Right Leg,165,Extended
235,1774369941.0480235,Left Arm,124,Bent
235,1774369941.0480235,Right Arm,31,Bent
235,1774369941.0480235,Left Leg,177,Extended
235,1774369941.0490227,Right Leg,171,Extended
236,1774369941.1233592,Left Arm,98,Bent
236,1774369941.1243608,Right Arm,30,Bent
236,1774369941.1243608,Left Leg,177,Extended
236,1774369941.1243608,Right Leg,172,Extended
237,1774369941.2059617,Left Arm,135,Bent
237,1774369941.206968,Right Arm,31,Bent
237,1774369941.206968,Left Leg,177,Extended
237,1774369941.206968,Right Leg,175,Extended
238,1774369941.2806242,Left Arm,116,Bent
238,1774369941.2816238,Right Arm,24,Bent
238,1774369941.2816238,Left Leg,176,Extended
238,1774369941.28262,Right Leg,170,Extended
239,1774369941.3623693,Left Arm,109,Bent
239,1774369941.3623693,Right Arm,22,Bent
239,1774369941.3623693,Left Leg,176,Extended
239,1774369941.3633983,Right Leg,171,Extended
240,1774369941.4362664,Left Arm,98,Bent
240,1774369941.4362664,Right Arm,26,Bent
240,1774369941.437313,Left Leg,176,Extended
240,1774369941.437313,Right Leg,171,Extended
241,1774369941.5152051,Left Arm,130,Bent
241,1774369941.5152051,Right Arm,27,Bent
241,1774369941.5152051,Left Leg,177,Extended
241,1774369941.5162125,Right Leg,172,Extended
242,1774369941.5925984,Left Arm,115,Bent
242,1774369941.5936441,Right Arm,20,Bent
242,1774369941.5936441,Left Leg,176,Extended
242,1774369941.5936441,Right Leg,173,Extended
243,1774369941.6669788,Left Arm,121,Bent
243,1774369941.6669788,Right Arm,20,Bent
243,1774369941.6679714,Left Leg,176,Extended
243,1774369941.6679714,Right Leg,170,Extended
244,1774369941.7494504,Left Arm,94,Bent
244,1774369941.7494504,Right Arm,19,Bent
244,1774369941.7494504,Left Leg,174,Extended
244,1774369941.7504299,Right Leg,168,Extended
245,1774369941.8249989,Left Arm,86,Bent
245,1774369941.8249989,Right Arm,19,Bent
245,1774369941.8259964,Left Leg,174,Extended
245,1774369941.8259964,Right Leg,168,Extended
246,1774369941.9013166,Left Arm,98,Bent
246,1774369941.9013166,Right Arm,19,Bent
246,1774369941.9023516,Left Leg,175,Extended
246,1774369941.9023516,Right Leg,169,Extended
247,1774369941.9767044,Left Arm,104,Bent
247,1774369941.9767044,Right Arm,18,Bent
247,1774369941.9767044,Left Leg,176,Extended
247,1774369941.9778235,Right Leg,170,Extended
248,1774369942.0566866,Left Arm,124,Bent
248,1774369942.0576873,Right Arm,22,Bent
248,1774369942.0576873,Left Leg,176,Extended
248,1774369942.0576873,Right Leg,170,Extended
249,1774369942.1360552,Left Arm,99,Bent
249,1774369942.1360552,Right Arm,19,Bent
249,1774369942.1360552,Left Leg,175,Extended
249,1774369942.1360552,Right Leg,167,Extended
250,1774369942.2116451,Left Arm,120,Bent
250,1774369942.212728,Right Arm,24,Bent
250,1774369942.212728,Left Leg,176,Extended
250,1774369942.212728,Right Leg,171,Extended
251,1774369942.2958653,Left Arm,115,Bent
251,1774369942.2958653,Right Arm,38,Bent
251,1774369942.2958653,Left Leg,176,Extended
251,1774369942.2969282,Right Leg,172,Extended
252,1774369942.3706813,Left Arm,130,Bent
252,1774369942.371697,Right Arm,37,Bent
252,1774369942.371697,Left Leg,176,Extended
252,1774369942.3727508,Right Leg,173,Extended
253,1774369942.4480407,Left Arm,133,Bent
253,1774369942.4495704,Right Arm,35,Bent
253,1774369942.4495704,Left Leg,177,Extended
253,1774369942.4495704,Right Leg,174,Extended
254,1774369942.5300179,Left Arm,131,Bent
254,1774369942.5300179,Right Arm,20,Bent
254,1774369942.5300179,Left Leg,176,Extended
254,1774369942.5300179,Right Leg,172,Extended
255,1774369942.6104445,Left Arm,137,Bent
255,1774369942.6104445,Right Arm,38,Bent
255,1774369942.611441,Left Leg,176,Extended
255,1774369942.611441,Right Leg,174,Extended
256,1774369942.6912544,Left Arm,137,Bent
256,1774369942.6912544,Right Arm,36,Bent
256,1774369942.6922536,Left Leg,176,Extended
256,1774369942.6922536,Right Leg,175,Extended
257,1774369942.7696905,Left Arm,130,Bent
257,1774369942.7696905,Right Arm,32,Bent
257,1774369942.7696905,Left Leg,176,Extended
257,1774369942.7696905,Right Leg,174,Extended
258,1774369942.8559353,Left Arm,138,Bent
258,1774369942.8569908,Right Arm,48,Bent
258,1774369942.8581617,Left Leg,177,Extended
258,1774369942.8581617,Right Leg,175,Extended
259,1774369942.9324024,Left Arm,113,Bent
259,1774369942.9324024,Right Arm,29,Bent
259,1774369942.9324024,Left Leg,178,Extended
259,1774369942.9338574,Right Leg,176,Extended
260,1774369943.0181706,Left Arm,117,Bent
260,1774369943.0194352,Right Arm,25,Bent
260,1774369943.0194352,Left Leg,177,Extended
260,1774369943.0204616,Right Leg,176,Extended
261,1774369943.1111124,Left Arm,131,Bent
261,1774369943.1111124,Right Arm,48,Bent
261,1774369943.1124923,Left Leg,178,Extended
261,1774369943.1124923,Right Leg,177,Extended
262,1774369943.19629,Left Arm,130,Bent
262,1774369943.19629,Right Arm,45,Bent
262,1774369943.1974165,Left Leg,178,Extended
262,1774369943.1974165,Right Leg,178,Extended
263,1774369943.2743797,Left Arm,140,Bent
263,1774369943.2743797,Right Arm,64,Bent
263,1774369943.2743797,Left Leg,178,Extended
263,1774369943.2754357,Right Leg,178,Extended
264,1774369943.345797,Left Arm,140,Bent
264,1774369943.345797,Right Arm,63,Bent
264,1774369943.3463144,Left Leg,177,Extended
264,1774369943.3463144,Right Leg,178,Extended
265,1774369943.4246845,Left Arm,117,Bent
265,1774369943.4246845,Right Arm,32,Bent
265,1774369943.4246845,Left Leg,177,Extended
265,1774369943.4246845,Right Leg,177,Extended
266,1774369943.507659,Left Arm,111,Bent
266,1774369943.507659,Right Arm,27,Bent
266,1774369943.508699,Left Leg,178,Extended
266,1774369943.508699,Right Leg,177,Extended
267,1774369943.582893,Left Arm,89,Bent
267,1774369943.5838847,Right Arm,24,Bent
267,1774369943.5838847,Left Leg,177,Extended
267,1774369943.5838847,Right Leg,177,Extended
268,1774369943.673536,Left Arm,96,Bent
268,1774369943.6745358,Right Arm,24,Bent
268,1774369943.6745358,Left Leg,177,Extended
268,1774369943.6755376,Right Leg,176,Extended
269,1774369943.7723482,Left Arm,100,Bent
269,1774369943.7733686,Right Arm,19,Bent
269,1774369943.7733686,Left Leg,176,Extended
269,1774369943.7743807,Right Leg,173,Extended
270,1774369943.8608584,Left Arm,133,Bent
270,1774369943.8618524,Right Arm,20,Bent
270,1774369943.8618524,Left Leg,177,Extended
270,1774369943.8618524,Right Leg,175,Extended
271,1774369943.9534333,Left Arm,133,Bent
271,1774369943.9539425,Right Arm,23,Bent
271,1774369943.9539425,Left Leg,177,Extended
271,1774369943.9549587,Right Leg,174,Extended
272,1774369944.032501,Left Arm,134,Bent
272,1774369944.032501,Right Arm,29,Bent
272,1774369944.0335464,Left Leg,177,Extended
272,1774369944.0335464,Right Leg,175,Extended
273,1774369944.1049883,Left Arm,140,Bent
273,1774369944.1049883,Right Arm,57,Bent
273,1774369944.1049883,Left Leg,177,Extended
273,1774369944.1059873,Right Leg,178,Extended
274,1774369944.18539,Left Arm,140,Bent
274,1774369944.18539,Right Arm,56,Bent
274,1774369944.1863725,Left Leg,177,Extended
274,1774369944.1863725,Right Leg,177,Extended
275,1774369944.2616374,Left Arm,140,Bent
275,1774369944.2616374,Right Arm,56,Bent
275,1774369944.2616374,Left Leg,177,Extended
275,1774369944.2616374,Right Leg,175,Extended
276,1774369944.3378882,Left Arm,140,Bent
276,1774369944.339408,Right Arm,29,Bent
276,1774369944.339408,Left Leg,177,Extended
276,1774369944.339408,Right Leg,175,Extended
277,1774369944.4122555,Left Arm,135,Bent
277,1774369944.4122555,Right Arm,24,Bent
277,1774369944.4132826,Left Leg,177,Extended
277,1774369944.4132826,Right Leg,175,Extended
278,1774369944.49123,Left Arm,57,Bent
278,1774369944.49123,Right Arm,15,Bent
278,1774369944.49123,Left Leg,175,Extended
278,1774369944.49123,Right Leg,170,Extended
279,1774369944.5730686,Left Arm,86,Bent
279,1774369944.5730686,Right Arm,17,Bent
279,1774369944.5730686,Left Leg,175,Extended
279,1774369944.5742908,Right Leg,171,Extended
280,1774369944.6513443,Left Arm,133,Bent
280,1774369944.6518562,Right Arm,26,Bent
280,1774369944.6518562,Left Leg,177,Extended
280,1774369944.6518562,Right Leg,171,Extended
281,1774369944.735875,Left Arm,81,Bent
281,1774369944.735875,Right Arm,30,Bent
281,1774369944.736872,Left Leg,177,Extended
281,1774369944.736872,Right Leg,175,Extended
282,1774369944.8354566,Left Arm,139,Bent
282,1774369944.8354566,Right Arm,123,Bent
282,1774369944.8369253,Left Leg,177,Extended
282,1774369944.8369253,Right Leg,177,Extended
283,1774369944.9253933,Left Arm,119,Bent
283,1774369944.9253933,Right Arm,46,Bent
283,1774369944.9266174,Left Leg,177,Extended
283,1774369944.9266174,Right Leg,177,Extended
284,1774369945.0181391,Left Arm,106,Bent
284,1774369945.0181391,Right Arm,28,Bent
284,1774369945.0191395,Left Leg,176,Extended
284,1774369945.0191395,Right Leg,177,Extended
285,1774369945.102116,Left Arm,135,Bent
285,1774369945.102116,Right Arm,36,Bent
285,1774369945.1035724,Left Leg,176,Extended
285,1774369945.1035724,Right Leg,177,Extended
286,1774369945.1806428,Left Arm,134,Bent
286,1774369945.1806428,Right Arm,65,Bent
286,1774369945.1806428,Left Leg,177,Extended
286,1774369945.1817052,Right Leg,177,Extended
287,1774369945.257978,Left Arm,140,Bent
287,1774369945.257978,Right Arm,75,Bent
287,1774369945.2594922,Left Leg,177,Extended
287,1774369945.2594922,Right Leg,177,Extended
288,1774369945.3349447,Left Arm,142,Bent
288,1774369945.3349447,Right Arm,76,Bent
288,1774369945.3359506,Left Leg,176,Extended
288,1774369945.3359506,Right Leg,177,Extended
289,1774369945.4094427,Left Arm,104,Bent
289,1774369945.4094427,Right Arm,33,Bent
289,1774369945.4094427,Left Leg,175,Extended
289,1774369945.4107895,Right Leg,175,Extended
290,1774369945.4882984,Left Arm,129,Bent
290,1774369945.4882984,Right Arm,38,Bent
290,1774369945.4882984,Left Leg,175,Extended
290,1774369945.4882984,Right Leg,176,Extended
291,1774369945.5657134,Left Arm,104,Bent
291,1774369945.5667117,Right Arm,38,Bent
291,1774369945.5667117,Left Leg,176,Extended
291,1774369945.5667117,Right Leg,176,Extended
292,1774369945.6476624,Left Arm,110,Bent
292,1774369945.6488807,Right Arm,38,Bent
292,1774369945.6498647,Left Leg,176,Extended
292,1774369945.650372,Right Leg,176,Extended
293,1774369945.7458344,Left Arm,120,Bent
293,1774369945.7469778,Right Arm,38,Bent
293,1774369945.7469778,Left Leg,177,Extended
293,1774369945.7483466,Right Leg,176,Extended
294,1774369945.835708,Left Arm,137,Bent
294,1774369945.835708,Right Arm,62,Bent
294,1774369945.835708,Left Leg,177,Extended
294,1774369945.8367074,Right Leg,176,Extended
295,1774369945.9263308,Left Arm,145,Bent
295,1774369945.9263308,Right Arm,59,Bent
295,1774369945.9263308,Left Leg,177,Extended
295,1774369945.9273322,Right Leg,177,Extended
296,1774369946.0160666,Left Arm,145,Bent
296,1774369946.0170636,Right Arm,65,Bent
296,1774369946.0170636,Left Leg,177,Extended
296,1774369946.0180726,Right Leg,177,Extended
297,1774369946.1044495,Left Arm,144,Bent
297,1774369946.105451,Right Arm,67,Bent
297,1774369946.105451,Left Leg,176,Extended
297,1774369946.1075532,Right Leg,177,Extended
298,1774369946.1925356,Left Arm,132,Bent
298,1774369946.19405,Right Arm,45,Bent
298,1774369946.19405,Left Leg,176,Extended
298,1774369946.19405,Right Leg,177,Extended
299,1774369946.2697866,Left Arm,142,Bent
299,1774369946.2697866,Right Arm,25,Bent
299,1774369946.2707853,Left Leg,178,Extended
299,1774369946.2707853,Right Leg,176,Extended
300,1774369946.34784,Left Arm,129,Bent
300,1774369946.3488655,Right Arm,28,Bent
300,1774369946.3488655,Left Leg,178,Extended
300,1774369946.34987,Right Leg,176,Extended
301,1774369946.423224,Left Arm,139,Bent
301,1774369946.4242308,Right Arm,50,Bent
301,1774369946.4242308,Left Leg,177,Extended
301,1774369946.4242308,Right Leg,176,Extended
302,1774369946.5037396,Left Arm,143,Bent
302,1774369946.5037396,Right Arm,68,Bent
302,1774369946.5047538,Left Leg,177,Extended
302,1774369946.5047538,Right Leg,177,Extended
303,1774369946.583436,Left Arm,121,Bent
303,1774369946.583436,Right Arm,29,Bent
303,1774369946.583436,Left Leg,177,Extended
303,1774369946.583436,Right Leg,174,Extended
304,1774369946.679391,Left Arm,130,Bent
304,1774369946.6803892,Right Arm,41,Bent
304,1774369946.6803892,Left Leg,177,Extended
304,1774369946.6803892,Right Leg,175,Extended
305,1774369946.7604785,Left Arm,145,Bent
305,1774369946.7604785,Right Arm,71,Bent
305,1774369946.7604785,Left Leg,177,Extended
